,index,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value
78,78,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),2,Leave-one-out,2,AUC,0.8793195108984583
79,79,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),2,Leave-one-out,2,AUC,
80,80,leukemia,72,7070,f_classif_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,0.9173976608187135
81,81,leukemia,72,7070,RFE_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,0.5748272195640617
82,82,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,0.939327485380117
83,83,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),3,Leave-one-out,2,AUC,
84,84,leukemia,72,7070,f_classif_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,0.9449760765550239
85,85,leukemia,72,7070,RFE_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,0.5654572036150984
86,86,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,0.9774056353003722
87,87,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),4,Leave-one-out,2,AUC,
88,88,leukemia,72,7070,f_classif_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,0.9384635832004253
89,89,leukemia,72,7070,RFE_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,0.598883572567783
90,90,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,0.9110845295055822
91,91,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),5,Leave-one-out,2,AUC,
92,92,leukemia,72,7070,f_classif_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,0.9431153641679957
93,93,leukemia,72,7070,RFE_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,0.525518341307815
94,94,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,0.9548112706007443
95,95,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),10,Leave-one-out,2,AUC,
96,96,leukemia,72,7070,f_classif_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,0.9548112706007443
97,97,leukemia,72,7070,RFE_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,0.5241892610313663
98,98,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,0.9627857522594364
99,99,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),20,Leave-one-out,2,AUC,
100,100,leukemia,72,7070,f_classif_wrapper,RandomForestClassifier(),50,Leave-one-out,2,AUC,0.94896331738437
101,101,leukemia,72,7070,RFE_wrapper,RandomForestClassifier(),50,Leave-one-out,2,AUC,0.6590909090909092
102,102,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),50,Leave-one-out,2,AUC,0.94896331738437
103,103,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),50,Leave-one-out,2,AUC,
104,104,leukemia,72,7070,f_classif_wrapper,RandomForestClassifier(),100,Leave-one-out,2,AUC,0.9415204678362573
105,105,leukemia,72,7070,RFE_wrapper,RandomForestClassifier(),100,Leave-one-out,2,AUC,0.5919723551302498
106,106,leukemia,72,7070,relieff_wrapper,RandomForestClassifier(),100,Leave-one-out,2,AUC,0.9489633173843701
107,107,leukemia,72,7070,relaxed_lasso_wrapper,RandomForestClassifier(),100,Leave-one-out,2,AUC,
108,108,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),1,Leave-one-out,2,AUC,0.7753189792663477
109,109,leukemia,72,7070,RFE_wrapper,LogisticRegression(),1,Leave-one-out,2,AUC,0.6711855396065922
110,110,leukemia,72,7070,relieff_wrapper,LogisticRegression(),1,Leave-one-out,2,AUC,0.7753189792663477
111,111,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),1,Leave-one-out,2,AUC,
112,112,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),2,Leave-one-out,2,AUC,0.8641679957469431
113,113,leukemia,72,7070,RFE_wrapper,LogisticRegression(),2,Leave-one-out,2,AUC,0.5112307283359915
114,114,leukemia,72,7070,relieff_wrapper,LogisticRegression(),2,Leave-one-out,2,AUC,0.8641679957469431
115,115,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),2,Leave-one-out,2,AUC,
116,116,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),3,Leave-one-out,2,AUC,0.9144736842105263
117,117,leukemia,72,7070,RFE_wrapper,LogisticRegression(),3,Leave-one-out,2,AUC,0.5854598617756512
118,118,leukemia,72,7070,relieff_wrapper,LogisticRegression(),3,Leave-one-out,2,AUC,0.9451754385964912
119,119,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),3,Leave-one-out,2,AUC,
120,120,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),4,Leave-one-out,2,AUC,0.929558745348219
121,121,leukemia,72,7070,RFE_wrapper,LogisticRegression(),4,Leave-one-out,2,AUC,0.5856592238171185
122,122,leukemia,72,7070,relieff_wrapper,LogisticRegression(),4,Leave-one-out,2,AUC,0.9799308878256247
123,123,leukemia,72,7070,relaxed_lasso_wrapper,LogisticRegression(),4,Leave-one-out,2,AUC,
124,124,leukemia,72,7070,f_classif_wrapper,LogisticRegression(),5,Leave-one-out,2,AUC,0.9209197235513025
125,125,leukemia,72,7070,RFE_wrapper,LogisticRegression(),5,Leave-one-out,2,AUC,0.5723019670388092
126,126,leukemia,72,7070,relieff_wrapper,LogisticRegression(),5,Leave-one-out,2,AUC,0.9548112706007443
