,index,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value
166,166,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.72
167,167,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.54
168,168,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.84
169,169,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.45999999999999996
170,170,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.74
171,171,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.72
172,172,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.88
173,173,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.44
174,174,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.7
175,175,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.5800000000000001
176,176,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.88
177,177,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.5
178,178,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.78
179,179,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.68
