,index,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value
145,145,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.325
146,146,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.525
147,147,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.45
148,148,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.45
149,149,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.625
150,150,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.4
151,151,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.45
152,152,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.375
153,153,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.525
154,154,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.35
155,155,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.45
156,156,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.45
157,157,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.45
158,158,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.425
159,159,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.5
160,160,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.425
161,161,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.5
162,162,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.45
163,163,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.525
164,164,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.475
165,165,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.5
166,166,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.4
167,167,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.475
168,168,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.45
169,169,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.575
170,170,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.5
171,171,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,PR-AUC,0.525
172,172,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.55
173,173,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.55
174,174,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.525
175,175,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,PR-AUC,0.55
176,176,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.575
177,177,subramanian,50,10100,RFE_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.55
178,178,subramanian,50,10100,relieff_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.525
179,179,subramanian,50,10100,relaxed_lasso_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,PR-AUC,0.475
