,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
526,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,AUC,0.803921568627451,,
527,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,AUC,0.7519607843137255,,
528,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,AUC,,,
529,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),15,Leave-one-out,2,AUC,0.7137254901960783,,
530,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,AUC,0.7686274509803923,,
531,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,AUC,0.7607843137254902,,
532,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,AUC,0.7705882352941176,,
533,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,AUC,,,
534,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),20,Leave-one-out,2,AUC,0.7754901960784314,,
535,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,AUC,0.8137254901960784,,
536,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,AUC,0.75,,
537,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,AUC,0.8480392156862745,,
538,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,AUC,,,
539,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),30,Leave-one-out,2,AUC,0.6833333333333333,,
540,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,AUC,,,
541,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,AUC,,,
542,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,AUC,,,
543,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,AUC,,,
544,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),50,Leave-one-out,2,AUC,,,
545,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,AUC,,,
546,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,AUC,,,
547,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,AUC,,,
548,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,AUC,,,
549,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),100,Leave-one-out,2,AUC,,,
550,toy_example,80,44,f_classif_wrapper,GaussianNB(),1,Leave-one-out,2,PR-AUC,0.6875,,
551,toy_example,80,44,RFE_wrapper,GaussianNB(),1,Leave-one-out,2,PR-AUC,0.5625,,
552,toy_example,80,44,relieff_wrapper,GaussianNB(),1,Leave-one-out,2,PR-AUC,0.6875,,
553,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),1,Leave-one-out,2,PR-AUC,,,
554,toy_example,80,44,mrmr_wrapper,GaussianNB(),1,Leave-one-out,2,PR-AUC,0.71875,,
555,toy_example,80,44,f_classif_wrapper,GaussianNB(),2,Leave-one-out,2,PR-AUC,0.703125,,
556,toy_example,80,44,RFE_wrapper,GaussianNB(),2,Leave-one-out,2,PR-AUC,0.65625,,
557,toy_example,80,44,relieff_wrapper,GaussianNB(),2,Leave-one-out,2,PR-AUC,0.65625,,
558,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),2,Leave-one-out,2,PR-AUC,,,
559,toy_example,80,44,mrmr_wrapper,GaussianNB(),2,Leave-one-out,2,PR-AUC,0.671875,,
560,toy_example,80,44,f_classif_wrapper,GaussianNB(),3,Leave-one-out,2,PR-AUC,0.65625,,
561,toy_example,80,44,RFE_wrapper,GaussianNB(),3,Leave-one-out,2,PR-AUC,0.625,,
562,toy_example,80,44,relieff_wrapper,GaussianNB(),3,Leave-one-out,2,PR-AUC,0.734375,,
563,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),3,Leave-one-out,2,PR-AUC,,,
564,toy_example,80,44,mrmr_wrapper,GaussianNB(),3,Leave-one-out,2,PR-AUC,0.734375,,
565,toy_example,80,44,f_classif_wrapper,GaussianNB(),4,Leave-one-out,2,PR-AUC,0.734375,,
566,toy_example,80,44,RFE_wrapper,GaussianNB(),4,Leave-one-out,2,PR-AUC,0.609375,,
567,toy_example,80,44,relieff_wrapper,GaussianNB(),4,Leave-one-out,2,PR-AUC,0.75,,
568,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),4,Leave-one-out,2,PR-AUC,,,
569,toy_example,80,44,mrmr_wrapper,GaussianNB(),4,Leave-one-out,2,PR-AUC,0.734375,,
570,toy_example,80,44,f_classif_wrapper,GaussianNB(),5,Leave-one-out,2,PR-AUC,0.75,,
571,toy_example,80,44,RFE_wrapper,GaussianNB(),5,Leave-one-out,2,PR-AUC,0.6875,,
572,toy_example,80,44,relieff_wrapper,GaussianNB(),5,Leave-one-out,2,PR-AUC,0.75,,
573,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),5,Leave-one-out,2,PR-AUC,,,
574,toy_example,80,44,mrmr_wrapper,GaussianNB(),5,Leave-one-out,2,PR-AUC,0.71875,,
575,toy_example,80,44,f_classif_wrapper,GaussianNB(),10,Leave-one-out,2,PR-AUC,0.765625,,
576,toy_example,80,44,RFE_wrapper,GaussianNB(),10,Leave-one-out,2,PR-AUC,0.71875,,
577,toy_example,80,44,relieff_wrapper,GaussianNB(),10,Leave-one-out,2,PR-AUC,0.75,,
578,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),10,Leave-one-out,2,PR-AUC,,,
579,toy_example,80,44,mrmr_wrapper,GaussianNB(),10,Leave-one-out,2,PR-AUC,0.796875,,
580,toy_example,80,44,f_classif_wrapper,GaussianNB(),15,Leave-one-out,2,PR-AUC,0.734375,,
581,toy_example,80,44,RFE_wrapper,GaussianNB(),15,Leave-one-out,2,PR-AUC,0.796875,,
582,toy_example,80,44,relieff_wrapper,GaussianNB(),15,Leave-one-out,2,PR-AUC,0.78125,,
583,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),15,Leave-one-out,2,PR-AUC,,,
584,toy_example,80,44,mrmr_wrapper,GaussianNB(),15,Leave-one-out,2,PR-AUC,0.78125,,
585,toy_example,80,44,f_classif_wrapper,GaussianNB(),20,Leave-one-out,2,PR-AUC,0.765625,,
586,toy_example,80,44,RFE_wrapper,GaussianNB(),20,Leave-one-out,2,PR-AUC,0.78125,,
587,toy_example,80,44,relieff_wrapper,GaussianNB(),20,Leave-one-out,2,PR-AUC,0.78125,,
588,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),20,Leave-one-out,2,PR-AUC,,,
589,toy_example,80,44,mrmr_wrapper,GaussianNB(),20,Leave-one-out,2,PR-AUC,0.765625,,
590,toy_example,80,44,f_classif_wrapper,GaussianNB(),30,Leave-one-out,2,PR-AUC,0.78125,,
591,toy_example,80,44,RFE_wrapper,GaussianNB(),30,Leave-one-out,2,PR-AUC,0.78125,,
592,toy_example,80,44,relieff_wrapper,GaussianNB(),30,Leave-one-out,2,PR-AUC,0.796875,,
593,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),30,Leave-one-out,2,PR-AUC,,,
594,toy_example,80,44,mrmr_wrapper,GaussianNB(),30,Leave-one-out,2,PR-AUC,0.734375,,
595,toy_example,80,44,f_classif_wrapper,GaussianNB(),50,Leave-one-out,2,PR-AUC,,,
596,toy_example,80,44,RFE_wrapper,GaussianNB(),50,Leave-one-out,2,PR-AUC,,,
597,toy_example,80,44,relieff_wrapper,GaussianNB(),50,Leave-one-out,2,PR-AUC,,,
598,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),50,Leave-one-out,2,PR-AUC,,,
599,toy_example,80,44,mrmr_wrapper,GaussianNB(),50,Leave-one-out,2,PR-AUC,,,
600,toy_example,80,44,f_classif_wrapper,GaussianNB(),100,Leave-one-out,2,PR-AUC,,,
601,toy_example,80,44,RFE_wrapper,GaussianNB(),100,Leave-one-out,2,PR-AUC,,,
602,toy_example,80,44,relieff_wrapper,GaussianNB(),100,Leave-one-out,2,PR-AUC,,,
603,toy_example,80,44,relaxed_lasso_wrapper,GaussianNB(),100,Leave-one-out,2,PR-AUC,,,
604,toy_example,80,44,mrmr_wrapper,GaussianNB(),100,Leave-one-out,2,PR-AUC,,,
605,toy_example,80,44,f_classif_wrapper,SVC(),1,Leave-one-out,2,PR-AUC,,,
606,toy_example,80,44,RFE_wrapper,SVC(),1,Leave-one-out,2,PR-AUC,,,
607,toy_example,80,44,relieff_wrapper,SVC(),1,Leave-one-out,2,PR-AUC,,,
608,toy_example,80,44,relaxed_lasso_wrapper,SVC(),1,Leave-one-out,2,PR-AUC,,,
609,toy_example,80,44,mrmr_wrapper,SVC(),1,Leave-one-out,2,PR-AUC,,,
610,toy_example,80,44,f_classif_wrapper,SVC(),2,Leave-one-out,2,PR-AUC,,,
611,toy_example,80,44,RFE_wrapper,SVC(),2,Leave-one-out,2,PR-AUC,,,
612,toy_example,80,44,relieff_wrapper,SVC(),2,Leave-one-out,2,PR-AUC,,,
613,toy_example,80,44,relaxed_lasso_wrapper,SVC(),2,Leave-one-out,2,PR-AUC,,,
614,toy_example,80,44,mrmr_wrapper,SVC(),2,Leave-one-out,2,PR-AUC,,,
615,toy_example,80,44,f_classif_wrapper,SVC(),3,Leave-one-out,2,PR-AUC,,,
616,toy_example,80,44,RFE_wrapper,SVC(),3,Leave-one-out,2,PR-AUC,,,
617,toy_example,80,44,relieff_wrapper,SVC(),3,Leave-one-out,2,PR-AUC,,,
618,toy_example,80,44,relaxed_lasso_wrapper,SVC(),3,Leave-one-out,2,PR-AUC,,,
619,toy_example,80,44,mrmr_wrapper,SVC(),3,Leave-one-out,2,PR-AUC,,,
620,toy_example,80,44,f_classif_wrapper,SVC(),4,Leave-one-out,2,PR-AUC,,,
621,toy_example,80,44,RFE_wrapper,SVC(),4,Leave-one-out,2,PR-AUC,,,
622,toy_example,80,44,relieff_wrapper,SVC(),4,Leave-one-out,2,PR-AUC,,,
623,toy_example,80,44,relaxed_lasso_wrapper,SVC(),4,Leave-one-out,2,PR-AUC,,,
624,toy_example,80,44,mrmr_wrapper,SVC(),4,Leave-one-out,2,PR-AUC,,,
625,toy_example,80,44,f_classif_wrapper,SVC(),5,Leave-one-out,2,PR-AUC,,,
626,toy_example,80,44,RFE_wrapper,SVC(),5,Leave-one-out,2,PR-AUC,,,
627,toy_example,80,44,relieff_wrapper,SVC(),5,Leave-one-out,2,PR-AUC,,,
628,toy_example,80,44,relaxed_lasso_wrapper,SVC(),5,Leave-one-out,2,PR-AUC,,,
629,toy_example,80,44,mrmr_wrapper,SVC(),5,Leave-one-out,2,PR-AUC,,,
630,toy_example,80,44,f_classif_wrapper,SVC(),10,Leave-one-out,2,PR-AUC,,,
631,toy_example,80,44,RFE_wrapper,SVC(),10,Leave-one-out,2,PR-AUC,,,
632,toy_example,80,44,relieff_wrapper,SVC(),10,Leave-one-out,2,PR-AUC,,,
633,toy_example,80,44,relaxed_lasso_wrapper,SVC(),10,Leave-one-out,2,PR-AUC,,,
634,toy_example,80,44,mrmr_wrapper,SVC(),10,Leave-one-out,2,PR-AUC,,,
635,toy_example,80,44,f_classif_wrapper,SVC(),15,Leave-one-out,2,PR-AUC,,,
636,toy_example,80,44,RFE_wrapper,SVC(),15,Leave-one-out,2,PR-AUC,,,
637,toy_example,80,44,relieff_wrapper,SVC(),15,Leave-one-out,2,PR-AUC,,,
638,toy_example,80,44,relaxed_lasso_wrapper,SVC(),15,Leave-one-out,2,PR-AUC,,,
639,toy_example,80,44,mrmr_wrapper,SVC(),15,Leave-one-out,2,PR-AUC,,,
640,toy_example,80,44,f_classif_wrapper,SVC(),20,Leave-one-out,2,PR-AUC,,,
641,toy_example,80,44,RFE_wrapper,SVC(),20,Leave-one-out,2,PR-AUC,,,
642,toy_example,80,44,relieff_wrapper,SVC(),20,Leave-one-out,2,PR-AUC,,,
643,toy_example,80,44,relaxed_lasso_wrapper,SVC(),20,Leave-one-out,2,PR-AUC,,,
644,toy_example,80,44,mrmr_wrapper,SVC(),20,Leave-one-out,2,PR-AUC,,,
645,toy_example,80,44,f_classif_wrapper,SVC(),30,Leave-one-out,2,PR-AUC,,,
646,toy_example,80,44,RFE_wrapper,SVC(),30,Leave-one-out,2,PR-AUC,,,
647,toy_example,80,44,relieff_wrapper,SVC(),30,Leave-one-out,2,PR-AUC,,,
648,toy_example,80,44,relaxed_lasso_wrapper,SVC(),30,Leave-one-out,2,PR-AUC,,,
649,toy_example,80,44,mrmr_wrapper,SVC(),30,Leave-one-out,2,PR-AUC,,,
650,toy_example,80,44,f_classif_wrapper,SVC(),50,Leave-one-out,2,PR-AUC,,,
651,toy_example,80,44,RFE_wrapper,SVC(),50,Leave-one-out,2,PR-AUC,,,
652,toy_example,80,44,relieff_wrapper,SVC(),50,Leave-one-out,2,PR-AUC,,,
653,toy_example,80,44,relaxed_lasso_wrapper,SVC(),50,Leave-one-out,2,PR-AUC,,,
654,toy_example,80,44,mrmr_wrapper,SVC(),50,Leave-one-out,2,PR-AUC,,,
655,toy_example,80,44,f_classif_wrapper,SVC(),100,Leave-one-out,2,PR-AUC,,,
656,toy_example,80,44,RFE_wrapper,SVC(),100,Leave-one-out,2,PR-AUC,,,
657,toy_example,80,44,relieff_wrapper,SVC(),100,Leave-one-out,2,PR-AUC,,,
658,toy_example,80,44,relaxed_lasso_wrapper,SVC(),100,Leave-one-out,2,PR-AUC,,,
659,toy_example,80,44,mrmr_wrapper,SVC(),100,Leave-one-out,2,PR-AUC,,,
660,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),1,Leave-one-out,2,PR-AUC,0.671875,,
661,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),1,Leave-one-out,2,PR-AUC,0.59375,,
662,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),1,Leave-one-out,2,PR-AUC,0.671875,,
663,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),1,Leave-one-out,2,PR-AUC,,,
664,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),1,Leave-one-out,2,PR-AUC,0.5625,,
665,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),2,Leave-one-out,2,PR-AUC,0.640625,,
666,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),2,Leave-one-out,2,PR-AUC,0.6875,,
667,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),2,Leave-one-out,2,PR-AUC,0.671875,,
668,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),2,Leave-one-out,2,PR-AUC,,,
669,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),2,Leave-one-out,2,PR-AUC,0.671875,,
670,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),3,Leave-one-out,2,PR-AUC,0.6875,,
671,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),3,Leave-one-out,2,PR-AUC,0.65625,,
672,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),3,Leave-one-out,2,PR-AUC,0.640625,,
673,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),3,Leave-one-out,2,PR-AUC,,,
674,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),3,Leave-one-out,2,PR-AUC,0.671875,,
675,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.734375,,
676,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.59375,,
677,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.671875,,
678,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,,,
679,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.6875,,
680,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.75,,
681,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.703125,,
682,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.6875,,
683,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,,,
684,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.65625,,
685,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.75,,
686,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.671875,,
687,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.703125,,
688,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,,,
689,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.75,,
690,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),15,Leave-one-out,2,PR-AUC,0.75,,
691,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),15,Leave-one-out,2,PR-AUC,0.703125,,
692,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),15,Leave-one-out,2,PR-AUC,0.71875,,
693,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),15,Leave-one-out,2,PR-AUC,,,
694,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),15,Leave-one-out,2,PR-AUC,0.796875,,
695,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.75,,
696,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.734375,,
697,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.734375,,
698,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,,,
699,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.75,,
700,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),30,Leave-one-out,2,PR-AUC,0.75,,
701,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),30,Leave-one-out,2,PR-AUC,0.71875,,
702,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),30,Leave-one-out,2,PR-AUC,0.78125,,
703,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),30,Leave-one-out,2,PR-AUC,,,
704,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),30,Leave-one-out,2,PR-AUC,0.703125,,
705,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,,,
706,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,,,
707,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,,,
708,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,,,
709,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,,,
710,toy_example,80,44,f_classif_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,,,
711,toy_example,80,44,RFE_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,,,
712,toy_example,80,44,relieff_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,,,
713,toy_example,80,44,relaxed_lasso_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,,,
714,toy_example,80,44,mrmr_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,,,
715,toy_example,80,44,f_classif_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.703125,,
716,toy_example,80,44,RFE_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.609375,,
717,toy_example,80,44,relieff_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.703125,,
718,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,,,
719,toy_example,80,44,mrmr_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.671875,,
720,toy_example,80,44,f_classif_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.703125,,
721,toy_example,80,44,RFE_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.546875,,
722,toy_example,80,44,relieff_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.640625,,
723,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,,,
724,toy_example,80,44,mrmr_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.59375,,
725,toy_example,80,44,f_classif_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.671875,,
726,toy_example,80,44,RFE_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.609375,,
727,toy_example,80,44,relieff_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.6875,,
728,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,,,
729,toy_example,80,44,mrmr_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.65625,,
730,toy_example,80,44,f_classif_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.71875,,
731,toy_example,80,44,RFE_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.53125,,
732,toy_example,80,44,relieff_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.65625,,
733,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,,,
734,toy_example,80,44,mrmr_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.65625,,
735,toy_example,80,44,f_classif_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.703125,,
736,toy_example,80,44,RFE_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.65625,,
737,toy_example,80,44,relieff_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.703125,,
738,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,,,
739,toy_example,80,44,mrmr_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.625,,
740,toy_example,80,44,f_classif_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.734375,,
741,toy_example,80,44,RFE_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.734375,,
742,toy_example,80,44,relieff_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.6875,,
743,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,,,
744,toy_example,80,44,mrmr_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.765625,,
745,toy_example,80,44,f_classif_wrapper,LogisticRegression(),15,Leave-one-out,2,PR-AUC,0.75,,
746,toy_example,80,44,RFE_wrapper,LogisticRegression(),15,Leave-one-out,2,PR-AUC,0.78125,,
747,toy_example,80,44,relieff_wrapper,LogisticRegression(),15,Leave-one-out,2,PR-AUC,0.71875,,
748,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),15,Leave-one-out,2,PR-AUC,,,
749,toy_example,80,44,mrmr_wrapper,LogisticRegression(),15,Leave-one-out,2,PR-AUC,0.765625,,
750,toy_example,80,44,f_classif_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.71875,,
751,toy_example,80,44,RFE_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.71875,,
752,toy_example,80,44,relieff_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.734375,,
753,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,,,
754,toy_example,80,44,mrmr_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.703125,,
755,toy_example,80,44,f_classif_wrapper,LogisticRegression(),30,Leave-one-out,2,PR-AUC,0.734375,,
756,toy_example,80,44,RFE_wrapper,LogisticRegression(),30,Leave-one-out,2,PR-AUC,0.765625,,
757,toy_example,80,44,relieff_wrapper,LogisticRegression(),30,Leave-one-out,2,PR-AUC,0.75,,
758,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),30,Leave-one-out,2,PR-AUC,,,
759,toy_example,80,44,mrmr_wrapper,LogisticRegression(),30,Leave-one-out,2,PR-AUC,0.75,,
760,toy_example,80,44,f_classif_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,,,
761,toy_example,80,44,RFE_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,,,
762,toy_example,80,44,relieff_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,,,
763,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,,,
764,toy_example,80,44,mrmr_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,,,
765,toy_example,80,44,f_classif_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,,,
766,toy_example,80,44,RFE_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,,,
767,toy_example,80,44,relieff_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,,,
768,toy_example,80,44,relaxed_lasso_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,,,
769,toy_example,80,44,mrmr_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,,,
770,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.671875,,
771,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.46875,,
772,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.671875,,
773,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,,,
774,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.578125,,
775,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.71875,,
776,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.578125,,
777,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.703125,,
778,toy_example,80,44,relaxed_lasso_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,,,
779,toy_example,80,44,mrmr_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.609375,,
780,toy_example,80,44,f_classif_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.671875,,
781,toy_example,80,44,RFE_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.515625,,
782,toy_example,80,44,relieff_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.65625,,
